family_id,family_name,fold_id,bin_index,race_count,pooled_b3_calibrated_ll,winner_stage_ll,second_stage_ll,third_stage_ll,rank_mean,Hit@1,Hit@5,catastrophic_rate,abnormal_tail_rate,B3_B2_delta,support_gate
FF02,racer_official_snapshot,screening_fold_1,6,1274,4.239493733770298,1.3823883699838537,1.4984398291022867,1.3586655346841576,27.959968602825747,0.04631083202511774,0.23783359497645212,0.007849293563579277,0.0,-0.031108634761565824,eligible_support>=250
FF02,racer_official_snapshot,screening_fold_1,7,1231,4.169997435141325,1.36290450344849,1.4567942796123088,1.350298652080526,26.943135662063362,0.06011372867587327,0.26563769293257516,0.005686433793663688,0.0,-0.019640837383907643,eligible_support>=250
FF02,racer_official_snapshot,screening_fold_1,8,1202,4.084918830144165,1.3136654318690135,1.4348835293365747,1.3363698689385772,24.856073211314477,0.09484193011647254,0.2911813643926789,0.0074875207986688855,0.0,-0.02421849913738846,eligible_support>=250
FF02,racer_official_snapshot,screening_fold_1,9,1308,3.9355343288788243,1.1501529109558188,1.443870028015412,1.3415113899075937,21.37308868501529,0.0863914373088685,0.32186544342507645,0.005351681957186544,0.0,-0.03210309099096523,eligible_support>=250
FF02,racer_official_snapshot,screening_fold_1,10,1206,4.061960561580893,1.2238048427575077,1.463561215613357,1.3745945032100284,23.264510779436154,0.0779436152570481,0.2736318407960199,0.006633499170812604,0.0,-0.0070234756087716645,eligible_support>=250
FF02,racer_official_snapshot,screening_fold_2,0,0,,,,,,,,,,,eligible_support>=250
FF02,racer_official_snapshot,screening_fold_2,1,1223,4.107848986491389,1.3581998036555232,1.4294066172980298,1.3202425655378365,25.109566639411284,0.07522485690923958,0.285363859362224,0.006541291905151268,0.0,-0.015254090659264578,eligible_support>=250
FF02,racer_official_snapshot,screening_fold_2,2,1330,4.174373448354611,1.3625312852057956,1.4686198354458437,1.3432223277029722,26.624812030075187,0.07819548872180451,0.2511278195488722,0.0030075187969924814,0.0,-0.023914909962678563,eligible_support>=250
FF02,racer_official_snapshot,screening_fold_2,3,1299,4.210847308464143,1.4024707336904592,1.4761976132093757,1.3321789615643078,28.141647421093147,0.07159353348729793,0.24788298691301,0.005388760585065435,0.0,-0.035657545269707124,eligible_support>=250
FF02,racer_official_snapshot,screening_fold_2,4,1355,4.188443200934513,1.3524134115317552,1.4792579705893567,1.3567718188134008,27.149815498154982,0.07232472324723248,0.24797047970479705,0.006642066420664207,0.0,-0.019051910265533756,eligible_support>=250
FF02,racer_official_snapshot,screening_fold_2,5,1288,4.2502171102555275,1.3837599155584202,1.509152632462847,1.35730456223426,28.17080745341615,0.052795031055900624,0.234472049689441,0.006987577639751553,0.0,-0.0287232045777797,eligible_support>=250
FF02,racer_official_snapshot,screening_fold_2,6,1256,4.25532193942736,1.391821623826356,1.494110639478815,1.3693896761221895,29.414012738853504,0.06449044585987261,0.2356687898089172,0.006369426751592357,0.0,-0.024156920960848878,eligible_support>=250
FF02,racer_official_snapshot,screening_fold_2,7,1318,4.172186490043632,1.3513718814609763,1.4695365903404587,1.3512780182421975,26.906676783004553,0.07132018209408195,0.26176024279210924,0.009104704097116844,0.0,-0.01676841494863884,eligible_support>=250
FF02,racer_official_snapshot,screening_fold_2,8,1327,4.094414357452733,1.271627274595254,1.4622639048473507,1.3605231780101277,24.678975131876413,0.06254709871891484,0.28334589299171065,0.0037678975131876413,0.0,-0.022568834021475144,eligible_support>=250
FF02,racer_official_snapshot,screening_fold_2,9,1379,3.946112331476743,1.1751488958750231,1.4286422604233846,1.3423211751783346,21.613488034807833,0.08556925308194344,0.3255982596084119,0.010877447425670777,0.0,-0.028705447852429705,eligible_support>=250
FF02,racer_official_snapshot,screening_fold_2,10,1178,3.9546540491836017,1.1456559191113864,1.4563616417387955,1.3526364883334199,21.219015280135824,0.08913412563667232,0.3149405772495755,0.0050933786078098476,0.0,-0.012510621632434759,eligible_support>=250
FF02,racer_official_snapshot,screening_fold_3,0,0,,,,,,,,,,,eligible_support>=250
FF02,racer_official_snapshot,screening_fold_3,1,1282,4.163430884240972,1.3601708773341024,1.4794848964345926,1.3237751104722772,26.026521060842434,0.0717628705148206,0.27223088923556943,0.0093603744149766,0.0,-0.011945725250599691,eligible_support>=250
